Timestamp,Channel 2,Channel 4
61564.55856,-1.089803348,1.362221667
61564.56853,-0.249000681,0.962997566
61564.56857,0.630739272,0.483792777
61564.57105,1.476965528,-0.036048755
61564.57108,2.218296745,-0.554689912
61564.58055,2.790463226,-1.031122422
61564.58488,3.141884113,-1.428309212
61564.5849,3.238299158,-1.715912032
61564.59167,3.06604484,-1.872413564
61564.60542,2.63367081,-1.886500059
61564.60544,1.971726309,-1.757634544
61564.60691,1.130696538,-1.495816101
61564.61279,0.177223671,-1.120582255
61564.61282,-0.811106615,-0.659364425
61564.61476,-1.752006839,-0.145347159
61564.61681,-2.565257695,0.384991855
61564.62793,-3.179452626,0.894473075
61564.63638,-3.538154697,1.347753611
61564.63641,-3.604941478,1.713645899
61564.63641,-3.366895904,1.967076824
61564.64149,-2.836221551,2.090582138
61564.64151,-2.049810082,2.075269156
61564.64677,-1.066754924,1.921219167
61564.65483,0.036025027,1.637336851
61564.65485,1.169728632,1.240685035
61564.66098,2.240724354,0.755367974
61564.66101,3.158152506,0.211044475
61564.66671,3.841464138,-0.358836345
61564.6749,4.227276704,-0.918978216
61564.67492,4.274971339,-1.434260428
61564.68481,3.97054922,-1.871743299
61564.68484,3.328398153,-2.202564394
61564.68673,2.390785034,-2.403639613
61564.70303,1.225072073,-2.459090384
61564.71098,-0.081159888,-2.361326215
61564.71101,-1.42672426,-2.111721291
61564.71102,-2.704674005,-1.72083546
61564.71103,-3.810767348,-1.208144554
61564.7181,-4.651881752,-0.601263404
61564.72051,-5.153697688,0.065332545
61564.72301,-5.267022227,0.752054679
61564.72801,-4.972222728,1.416355807
61564.73327,-4.28138519,2.015199051
61564.73548,-3.237989118,2.507718081
61564.73897,-1.914086982,2.85791924
61564.73901,-0.405175912,3.037256247
61564.74095,1.176863935,3.026897859
61564.75621,2.712231028,2.819510626
61564.75625,4.082412966,2.420394466
61564.76111,5.179427688,1.847838923
61564.76114,5.914367053,1.132612108
61564.76294,6.224562214,0.316550345
61564.7667,6.078792669,-0.549718767
61564.77725,5.480110183,-1.409818645
61564.77727,4.466033195,-2.205263086
61564.78527,3.106072531,-2.879464883
61564.7853,1.4967588,-3.381839645
61564.78775,-0.245460727,-3.67170298
61564.78777,-1.992918525,-3.721653836
61564.79809,-3.616351289,-3.520156082
61564.80251,-4.99471108,-3.073074641
61564.80254,-6.024403664,-2.403989679
61564.80874,-6.627236099,-1.553198534
61564.80879,-6.756453873,-0.575414131
61564.81036,-6.400395084,0.463726868
61564.82168,-5.583473825,1.492131659
61564.8291,-4.364412483,2.436390737
61564.82914,-2.83185665,3.227216277
61564.83121,-1.097709887,3.804764768
61564.83124,0.71129745,4.123419805
